episode_uid,slide_order,slide_label,l3_line1,l3_line2,template_used,segment,media_refs,library,rel_path,source,confidence,needs_human,notes
,6,,GSR One-on-one,"LABS PRODUCE MIXTURES, NOT USABLE SEQUENCES",lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,GSR One-on-one,TOUR: EVEN BUILDING BLOCKS OF LIFE HAVEN’T BEEN MADE,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,GSR One-on-one,"METEORITE AMINO ACIDS ADD CONTAMINATION, NOT SOLUTIONS",lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,9,,GSR One-on-one,RIBOSE IS UNSTABLE—RNA WORLD HAS NO SUGAR SOLUTION,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,10,,GSR One-on-one,DR. JAMES TOUR | MOLECULAR MACHINES EXPERT | RICE UNIVERSITY,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,11,,GSR One-on-one,MILLER–UREY FAILED TO SOLVE THE AMINO ACID PROBLEM,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,12,,GSR One-on-one,AGE OF DESIGN: WHERE SCIENCE MEETS PURPOSE AND TRUTH,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,13,,GSR One-on-one,EVEN PURE AMINO ACIDS DEGRADE WITHOUT PROTECTION,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,14,,GSR One-on-one,SIDE REACTIONS DISRUPT CHAIN FORMATION IN PROTEINS,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,15,,GSR One-on-one,HOMOCHIRALITY: LIFE NEEDS ALL LEFT-HANDED AMINO ACIDS,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,16,,GSR One-on-one,ORIGIN OF LIFE REQUIRES COMPLEX MEMBRANE SYSTEMS,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,17,,GSR One-on-one,PROTEINS NEED 20 AMINO ACIDS—ALL IN THE RIGHT ORDER,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,18,,GSR One-on-one,LIPIDS DON’T FORM FUNCTIONAL MEMBRANES NATURALLY,lower_third,interview_2,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,kids’ corner,"CURIOUS MINDS, BIBLICAL TRUTHS – WELCOME TO KIDS CORNER!",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,Genesis Science Report,CONTINUING THE CONVERSATION WITH NEW QUESTIONS AND INSIGHT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,Genesis Science Report,LOOKING AT CREATION IN WAYS THAT CHALLENGE HOW WE THINK,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,kids’ corner,"FUN, FAITH & FASCINATING FACTS – KIDS CORNER!",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,Genesis Science Report,EXPLORING IDEAS THAT HELP US SEE THE WORLD MORE CLEARLY,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,Ministry REPORT,"Davidrives.com/give | 931-212-7990 
 | 501C3 Non-Profit",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,Ministry REPORT,"IMPACTING LIVES, SHARING TRUTH – MINISTRY REPORT",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,Ministry REPORT,SUPPORT THE MISSION | DAVIDRIVES.COM | 931-212-7990,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,Ministry REPORT,DAVID RIVES JOINS LEGENDARY WSM AS WEEKLY HOST,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,Ministry REPORT,MINISTRY Report: Latest News from The Wonders Center,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,Ministry REPORT,EXCITING UPDATES FROM THE FIELD – MINISTRY REPORT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,Ministry REPORT,WONDERS OF CREATION CONFERENCE PACKed the WONDERS CENTER,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,Ministry REPORT,BEHIND THE SCENES OF OUR MISSION – MINISTRY REPORT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,David’s take: EYES FIXED ABOVE,CHRIST MADE THE VISIBLE AND THE INVISIBLE AND HOLDS IT ALL,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,David’s take: EYES FIXED ABOVE,A NAVY PILOT'S ACCOUNT IS NOW PART OF THE PUBLIC RECORD,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,Genesis Science Report,A BRAVE NEW WORLD OF DECLASSIFIED UFO INFORMATION ARRIVES,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,David’s take: EYES FIXED ABOVE,SEEK FIRST THE KINGDOM AND ALL THE REST WILL FALL INTO PLACE,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,David’s take: EYES FIXED ABOVE,THESE ARE NOT TABLOID STORIES BUT CAREFULLY CREDENTIALED REPORTS,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,David’s take: EYES FIXED ABOVE,ORBS LAUNCHING ORBS: A PATTERN LOGGED ACROSS THE WESTERN US,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,David’s take: EYES FIXED ABOVE,THE GOVERNMENT'S UFO VAULT IS NOW WIDE OPEN ONLINE TO ALL,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,David’s take: EYES FIXED ABOVE,PAUL TELLS US TO Always SEEK THE THINGS THAT ARE ABOVE FIRST,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2026_L3rd_Looping_v07_000100_4K_2997_PreMultiplied_Pr4444.mov; AGSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2026_L3rd_Looping_v08_000100_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_A_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
